"name","party","Q_1","Q_2","Q_3","Q_4","Q_5","Q_6","Q_7","Q_8","Q_9","Q_10","Q_11","Q_12","Q_13","Q_14","Q_15","Q_16","Q_17","Q_18","Q_19","Q_20","Q_21","Q_22","Q_23","Q_24","Q_25","Q_26","Q_27","Q_28","Q_29"
"Reio Randmaa","Eesti 200",2,3,NA,3,3,3,2,3,2,3,3,3,NA,4,1,4,3,3,3,3,NA,2,NA,NA,3,3,3,3,3
"Anzori Barkalaja","Eesti 200",2,2,3,3,4,3,2,2,1,4,4,4,2,4,NA,3,NA,3,2,3,3,2,1,3,3,2,2,4,1
"Suliko Liiv","Keskerakond",4,3,4,3,3,3,3,2,2,2,4,3,3,NA,3,3,2,2,2,3,1,3,4,1,2,3,3,3,2
"Imre Vilt","Parempoolsed",2,1,1,4,1,3,2,1,2,3,3,1,3,NA,NA,3,NA,2,1,3,2,1,2,4,4,4,3,2,4
"Inga Kupp-Silberg","Parempoolsed",2,1,1,3,1,3,2,1,2,3,3,1,3,NA,NA,3,3,3,1,3,3,2,2,4,4,4,3,4,3
"Janek Puusepp","Parempoolsed",2,1,1,3,3,4,4,1,4,1,3,1,3,NA,4,NA,NA,2,2,4,3,3,1,3,3,4,4,NA,4
"Kadri Tillemann","Parempoolsed",2,1,1,4,2,3,2,2,2,3,3,2,3,4,1,3,4,2,1,3,3,2,2,4,4,3,3,4,4
"Peeter Hermik","Parempoolsed",2,1,1,3,2,3,2,1,1,3,3,1,3,NA,NA,3,NA,2,1,3,3,2,1,3,4,4,3,4,4
"Tauno Õunapuu","Parempoolsed",2,1,1,3,1,2,2,1,2,4,4,2,2,NA,NA,4,4,2,2,3,2,2,2,4,4,4,3,4,4
"Urmas Reinsalu","Isamaa",3,1,1,2,2,3,4,1,2,2,4,1,4,1,4,2,2,2,1,4,1,1,3,3,3,3,2,1,2
"Juhani Jaeger","Isamaa",3,1,2,3,4,4,4,2,2,1,4,1,4,1,4,2,2,1,1,4,3,1,NA,3,1,3,3,1,2
"Jaanus Riibe","Keskerakond",4,3,3,2,4,2,4,1,2,1,4,4,4,3,1,3,4,2,1,3,3,4,3,2,2,4,4,4,2
"Steve Truumets","Rohelised",2,3,4,2,4,1,2,2,1,4,3,3,4,3,1,4,4,3,2,4,2,2,3,2,2,2,4,3,2
"Joonas Laks","Eesti 200",3,4,3,3,4,3,4,3,1,4,3,NA,2,4,1,NA,4,3,2,3,4,1,4,2,3,1,3,4,1
"Karolina Ebba Anna Ullman","Eesti 200",2,1,1,3,1,2,1,1,1,4,1,3,2,4,1,4,4,3,2,3,4,1,3,3,3,3,3,4,2
"Mart Salumäe","SDE",3,4,3,4,2,4,1,2,2,4,3,4,4,4,1,4,4,4,1,4,3,3,2,1,2,4,4,4,3
"Kristi Rüütel","Keskerakond",3,3,4,1,4,3,3,3,2,4,3,4,4,3,1,3,2,1,2,4,1,4,4,2,3,3,3,3,1
"Helve Särgava","Keskerakond",4,4,3,3,3,3,4,2,3,1,3,3,2,3,4,4,4,1,1,4,1,4,4,1,4,1,4,1,2
"Indrek Kesküla","Reformierakond",2,1,1,4,3,2,3,2,2,4,4,2,2,2,4,4,3,2,1,3,1,2,2,2,3,3,3,2,3
"Mart Eensalu","Reformierakond",2,1,1,2,2,3,1,3,2,4,3,3,2,4,1,4,1,3,2,3,1,2,2,3,3,3,3,4,3
"Anti Einpaul","Rohelised",2,2,3,3,4,2,2,2,1,3,NA,3,4,4,NA,4,NA,2,1,4,1,1,2,1,3,1,2,3,2
"Ainar Sepnik","Reformierakond",2,1,3,3,2,3,2,1,3,1,4,1,2,1,4,4,3,4,1,3,1,4,2,3,2,4,4,2,2
"Maris Sild","SDE",3,4,4,1,3,3,2,3,1,4,3,3,3,4,1,NA,NA,3,NA,4,4,NA,4,2,1,1,3,4,3
"Kristjan Järvan","Isamaa",2,3,1,4,4,3,4,1,2,1,4,NA,4,1,4,2,NA,1,1,2,2,1,3,3,1,4,3,1,3
"Hannes Liitmäe","Rohelised",3,4,2,1,3,1,2,3,1,4,3,2,2,3,2,3,3,3,2,3,2,2,2,2,2,1,3,4,1
"Züleyxa Izmailova","Eesti 200",1,2,3,2,4,3,3,2,1,4,3,NA,1,4,1,4,4,4,2,3,3,1,2,1,2,1,3,4,2
"Maido Ruusmann","Reformierakond",3,1,1,3,1,3,3,2,3,3,3,2,3,2,2,4,4,2,2,3,2,1,2,3,3,4,4,3,3
"Aivo Rahu","Reformierakond",2,4,2,2,NA,2,4,1,1,4,4,4,2,2,NA,4,NA,1,NA,4,2,1,2,1,4,4,4,4,NA
"Kuldar Kesküla","EKRE",2,1,4,2,4,4,4,1,3,1,4,1,4,1,4,2,2,2,1,1,2,1,4,2,1,4,2,1,1
"Taavi Pärtel","EKRE",3,1,3,3,4,3,4,1,3,1,4,1,4,1,4,1,1,1,1,4,1,1,2,2,3,4,3,1,1
"Aleksei Teterev","Eestimaa Ühendatud Vasakpartei",4,4,2,3,3,2,3,3,3,2,4,4,4,2,4,2,2,1,1,2,1,4,2,3,4,1,3,1,1
"Kaire Vahejõe","Parempoolsed",2,1,1,2,1,3,2,1,2,3,3,1,3,NA,3,3,NA,2,1,3,1,2,2,3,4,3,4,3,3
"Igor Rosenfeld","Eestimaa Ühendatud Vasakpartei",3,3,1,1,3,1,3,2,2,1,3,3,3,3,4,3,3,1,1,3,2,3,1,1,3,2,3,2,2
"Julia Smoli","Eestimaa Ühendatud Vasakpartei",4,4,4,1,4,1,1,2,4,1,2,4,4,1,4,1,1,1,1,1,1,4,4,3,4,1,3,1,1
"Tene Metsma","SDE",4,4,4,2,2,4,2,2,2,3,4,3,3,3,4,3,3,3,2,4,1,1,4,2,2,3,2,3,3
"Tõnis Palts","Isamaa",2,1,1,3,1,3,4,2,2,1,4,3,4,1,4,2,2,2,1,3,1,1,2,4,2,3,4,2,2
"Alar Kookmaa","Üksikkandidaat",2,2,2,4,3,4,3,2,2,4,4,3,2,4,1,4,4,2,2,3,3,2,4,3,3,2,3,3,3
"Redmond Dulger","Eestimaa Ühendatud Vasakpartei",4,4,3,1,4,1,3,1,3,1,2,4,3,1,4,1,1,1,1,1,1,4,2,NA,NA,1,2,3,1
"Karl Erik Heinsoo","Eesti 200",4,3,4,2,1,3,4,3,2,4,4,4,4,4,1,4,3,4,2,4,2,1,3,2,1,1,4,4,1
"Andres Laiapea","Üksikkandidaat",2,4,4,3,4,4,3,1,2,4,4,2,4,2,3,2,2,3,1,2,3,4,2,3,4,2,4,3,2
"Jelena Fjodorova","Eestimaa Ühendatud Vasakpartei",2,4,3,3,4,2,2,2,2,2,3,3,1,2,4,4,4,2,2,1,1,4,4,2,2,2,1,2,1
"Janek Jõgisaar","Rohelised",2,2,4,4,4,3,2,2,2,3,4,2,1,2,1,4,4,3,2,2,4,1,2,3,4,1,3,4,2
"Peeter Tali","Eesti 200",2,1,2,3,3,3,3,2,2,4,3,3,3,3,1,4,NA,2,2,3,NA,1,3,2,1,3,3,4,2
"Mihhail Stalnuhhin","Üksikkandidaat",4,4,4,1,4,1,1,1,4,1,4,4,4,1,4,4,NA,1,1,1,1,4,4,1,4,1,1,1,1
"Margit Hiiet","SDE",2,3,4,2,2,4,2,4,1,3,3,4,2,4,1,4,4,2,2,3,3,3,3,1,2,2,4,4,2
"Hendrik Johannes Terras","Eesti 200",3,1,2,3,NA,3,1,2,3,4,2,4,1,4,1,3,NA,3,2,3,3,1,1,3,2,3,3,4,3
"Kätlin Kuldmaa","Parempoolsed",2,1,1,3,1,3,2,1,2,3,3,4,NA,4,1,4,NA,4,1,4,3,2,4,4,4,3,4,4,4
"Mattias Pilv","Rohelised",3,3,3,3,3,2,2,2,2,4,3,3,3,3,3,4,4,3,1,4,3,1,3,1,3,1,3,3,1
"Anette Mäletjärv","SDE",3,3,2,1,2,3,2,4,2,4,2,3,1,4,1,4,4,4,3,4,2,3,3,2,1,2,NA,4,NA
"Asso Nettan","SDE",2,4,4,3,4,2,3,1,1,4,4,3,2,4,1,4,4,3,2,4,4,4,4,1,2,3,4,4,3
"Kristjan Vanaselja","Parempoolsed",2,1,1,3,1,3,2,1,2,3,3,2,3,NA,NA,3,4,2,1,3,3,1,2,4,4,4,3,4,3
"Mihkel Kalda","Parempoolsed",2,1,1,3,1,3,2,1,2,3,4,1,3,NA,NA,3,NA,2,1,3,3,1,2,4,3,4,4,4,3
"Argo Mõttus","Üksikkandidaat",2,4,2,2,4,1,NA,1,2,4,1,1,1,1,4,3,2,1,1,4,1,1,1,1,4,3,3,1,1
"Susanna Saar","Rohelised",3,3,4,2,4,2,1,1,2,4,4,3,3,4,1,3,4,4,1,2,3,1,4,2,3,1,1,4,1
"Avo Kirsbaum","Isamaa",2,2,3,3,2,3,3,2,2,3,4,2,4,NA,3,2,2,2,2,3,2,1,4,2,2,3,3,2,2
"Anneli Kannus","Eesti 200",3,3,3,2,4,3,2,2,2,3,3,NA,2,3,NA,3,NA,3,2,4,2,1,2,2,3,3,3,3,2
"Ene Lill","Keskerakond",2,3,3,3,4,2,3,3,1,3,4,2,2,NA,NA,NA,NA,2,1,3,2,1,2,1,2,2,3,2,2
"Raul Kübarsepp","Rohelised",3,3,4,2,4,3,2,3,1,4,3,3,2,4,1,4,4,3,3,4,4,2,2,1,3,1,1,4,1
"Ants Johanson","SDE",4,4,3,4,4,4,2,2,1,4,4,3,3,4,1,4,NA,3,2,3,3,1,1,2,2,3,2,4,2
"Eduard Odinets","SDE",2,4,3,1,1,3,2,2,2,3,4,4,3,4,1,4,2,4,2,3,3,4,3,3,3,2,3,4,2
"Alar Aab","Rohelised",2,3,3,3,4,1,3,1,2,3,3,3,2,4,1,4,3,2,3,3,3,4,2,2,2,2,2,4,2
"Tõnis-Martin Kons","Parempoolsed",2,1,1,4,1,3,3,1,3,4,2,2,2,4,1,4,4,1,1,4,4,1,1,4,3,4,4,4,3
"Andres Ostra","EKRE",3,4,4,4,4,1,4,1,1,2,4,1,4,1,4,1,1,1,1,1,1,1,1,1,4,NA,4,1,1
"Riho Terras","Isamaa",1,1,1,4,1,4,4,2,3,1,4,1,4,1,4,NA,4,2,1,4,2,1,4,3,2,4,4,3,4
"Toomas Kivimägi","Reformierakond",1,1,1,3,1,4,4,1,1,4,4,3,4,3,4,1,1,1,1,4,1,1,1,4,1,4,4,4,4
"Artjom Dmitrijev","SDE",2,4,1,NA,3,2,2,3,1,4,4,4,2,4,1,4,4,3,1,3,1,2,3,NA,NA,3,1,4,1
"Annika Vaikla","Keskerakond",4,4,4,1,4,2,3,2,1,3,3,3,4,3,NA,3,4,3,2,3,2,3,4,1,1,3,4,3,1
"Johanna-Maria Tõugu","Rohelised",2,4,4,2,4,3,3,4,1,4,2,3,1,4,1,4,4,4,4,3,3,2,2,1,4,1,1,4,1
"Kaarel Kose","Parempoolsed",2,1,1,3,2,3,2,2,2,4,3,4,3,3,1,3,NA,4,2,3,3,2,2,3,3,3,4,4,4
"Siim Pohlak","EKRE",4,3,4,2,4,2,4,1,2,1,4,1,4,1,4,2,3,1,1,3,1,1,3,1,2,2,3,1,1
"Luisa Rõivas","Reformierakond",1,1,1,4,1,4,1,1,3,4,3,3,1,4,1,4,4,3,1,4,1,1,3,1,4,4,3,3,4
"Urmas Kruuse","Reformierakond",2,1,1,4,4,3,3,1,2,3,3,4,3,NA,NA,NA,3,3,1,4,3,1,1,3,3,3,3,4,3
"Jaan Toots","Keskerakond",3,2,4,3,3,3,3,2,4,3,4,2,3,1,4,NA,3,1,2,3,2,4,3,1,2,4,3,2,2
"Anneki Teelahk","Reformierakond",2,1,2,2,2,3,4,3,2,4,4,3,2,4,1,3,2,3,1,4,2,1,3,3,3,2,3,4,3
"Meelis Kiili","Reformierakond",2,1,2,2,3,4,3,1,2,3,4,3,3,2,NA,3,3,2,1,4,3,1,3,2,3,4,3,3,2
"Tunne Kelam","Isamaa",2,2,1,3,3,2,3,1,2,2,3,2,3,2,4,1,2,2,1,4,NA,1,2,3,3,4,4,2,3
"Egle Pullerits-Heinsar","SDE",3,4,4,1,4,3,3,2,1,4,4,4,4,4,1,4,4,4,1,3,2,4,3,2,3,1,1,4,1
"Kristo Siig","SDE",2,4,3,2,2,3,2,2,2,4,3,2,3,4,1,4,4,3,3,4,4,2,2,3,3,NA,4,4,3
"Eero Tölpt","Rohelised",2,2,3,1,4,1,2,1,1,4,4,4,4,4,1,4,2,2,1,4,1,4,3,4,2,1,4,4,1
"Andres Kalvik","Keskerakond",4,4,4,2,3,4,3,NA,1,2,2,3,4,2,4,4,3,1,1,3,1,4,4,1,2,3,4,3,3
"Eva-Maria Liimets","Keskerakond",4,3,4,3,4,3,2,2,1,3,4,1,4,4,2,3,3,3,1,4,2,3,4,1,3,2,2,3,2
"Maire Püss","SDE",3,3,3,2,3,3,4,3,2,3,3,3,3,3,2,3,NA,3,2,2,2,2,3,2,3,2,3,3,2
"Mihkel Tikerpalu","Eesti 200",2,1,3,3,2,3,4,2,2,4,4,4,3,4,1,3,3,3,2,3,2,1,3,3,4,3,2,4,2
"Signe Kivi","Reformierakond",3,2,2,3,2,3,3,3,2,3,4,3,3,4,NA,3,3,3,2,4,3,2,2,2,3,3,3,4,3
"Kirill Klaus","SDE",4,4,4,4,4,4,1,4,1,4,4,4,4,3,1,4,2,4,1,4,2,2,3,1,3,2,4,4,2
"Neeme Suur","SDE",4,4,4,2,2,3,1,3,1,3,4,3,4,4,3,3,3,3,2,4,2,3,3,1,2,2,4,3,3
"Madis Timpson","Reformierakond",2,1,1,3,2,3,3,2,2,4,3,2,3,2,4,3,NA,1,1,4,NA,1,NA,2,3,4,NA,3,2
"Pärtel-Peeter Pere","Reformierakond",2,2,2,3,3,3,2,1,1,4,4,3,3,4,NA,NA,4,4,4,4,2,1,2,2,4,2,3,4,3
"Siimo Lopsik","EKRE",3,3,4,3,4,1,4,1,3,1,4,1,4,1,4,2,1,1,1,4,2,2,3,1,2,4,2,1,1
"Marko Sandre","Eesti 200",3,3,3,3,3,4,3,1,2,4,4,3,3,4,1,3,4,NA,1,2,1,4,3,1,3,3,4,3,3
"Tanel Tein","Eesti 200",2,2,2,3,3,3,3,2,2,4,4,2,2,2,3,3,3,3,2,3,2,2,2,2,1,3,3,3,3
"Oksana Tandit","Reformierakond",3,1,2,3,3,3,3,2,3,3,3,3,2,3,2,4,4,2,1,3,2,4,2,2,4,3,3,3,2
"Iveta Tomera","Parempoolsed",NA,1,2,3,1,4,3,2,2,NA,4,2,3,3,NA,4,4,2,1,3,2,1,2,4,4,4,4,2,2
"Ken Vaher","EKRE",3,1,4,4,4,2,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,3,4,1,3,4,1,1
"Aleksandr Andrejev","EKRE",4,2,4,1,4,2,4,1,4,1,4,3,4,1,4,3,3,1,1,1,3,2,4,3,3,4,3,1,2
"Jevgeni Krištafovitš","Reformierakond",2,1,2,3,NA,2,4,1,2,4,4,4,2,4,1,4,4,3,2,3,3,1,2,2,4,4,NA,4,4
"Yoko Alender","Reformierakond",2,2,2,2,2,3,2,2,2,4,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3,2,2,4,2
"Dmitri Dmitrijev","Keskerakond",3,4,4,2,3,3,2,3,3,1,NA,4,3,2,4,NA,NA,2,1,3,1,4,4,2,2,3,4,3,2
"Jüri Kirss","Keskerakond",3,3,4,1,4,NA,1,3,1,1,1,4,4,1,3,2,4,2,1,3,1,4,2,2,1,3,3,1,2
"Madis Joosep Toomel","SDE",3,4,4,1,2,3,3,2,2,3,4,3,4,3,2,3,4,4,2,3,1,1,3,1,3,2,3,3,1
"Kadri Leetmaa","SDE",3,4,3,4,3,2,1,2,1,4,4,4,2,4,1,3,3,4,2,4,2,4,3,1,1,3,4,4,2
"Jaak Aab","Keskerakond",4,4,4,2,3,2,3,2,3,3,3,3,4,2,3,3,3,2,2,2,2,4,2,2,2,3,3,3,2
"Sven Soiver","Keskerakond",3,4,4,2,4,3,1,4,3,1,4,3,4,NA,NA,3,NA,4,2,3,2,3,2,1,2,4,4,4,1
"Karen Kangro Burns","Rohelised",2,4,4,2,1,2,1,1,1,4,2,NA,1,4,1,4,4,4,3,3,3,1,1,1,3,3,2,4,2
"Jaanus Kalev","Keskerakond",3,4,4,3,4,2,2,3,3,2,3,3,3,NA,NA,4,3,1,1,3,2,3,2,1,1,3,2,1,2
"Evelyn Sepp","Rohelised",2,3,2,3,2,2,2,2,1,4,3,3,2,4,2,3,4,4,2,3,4,1,2,3,3,2,2,4,3
"Uku Kudu","Parempoolsed",2,1,3,3,4,1,3,2,2,3,3,2,4,3,1,3,3,2,1,4,2,2,2,2,4,4,2,2,3
"Erkki Keldo","Reformierakond",3,1,2,3,1,4,2,3,1,4,2,2,1,3,3,4,NA,3,1,3,2,1,2,4,3,3,4,4,3
"Joosep Vimm","SDE",2,4,3,2,2,3,1,2,1,4,NA,3,1,4,1,4,4,4,2,4,3,3,3,2,2,1,3,4,3
"Mart Hiob","SDE",3,4,2,3,2,3,3,2,1,4,3,3,3,4,1,4,4,2,2,3,2,4,2,2,3,1,3,4,3
"Raimond Tamm","Reformierakond",3,2,2,3,2,4,3,3,1,4,3,4,2,4,1,4,2,2,1,3,1,1,3,2,3,3,4,4,3
"Priit Sibul","Isamaa",2,1,1,3,4,2,4,1,2,1,4,1,4,1,4,1,1,2,1,3,2,1,2,3,2,1,2,1,2
"Anti Haugas","Reformierakond",2,2,1,3,2,3,3,2,3,4,4,2,3,NA,NA,4,3,2,2,3,3,1,2,2,3,3,3,4,2
"Triin Saag","Eesti 200",4,1,4,2,4,4,2,2,2,3,3,3,2,4,1,4,4,4,2,4,1,3,2,4,1,2,2,4,3
"Pipi-Liis Siemann","Reformierakond",2,1,2,4,2,4,3,1,2,4,4,4,1,4,1,4,3,2,1,4,3,1,1,2,4,4,3,4,4
"Andres Metsoja","Isamaa",3,1,1,3,1,3,3,1,2,3,4,2,4,1,4,2,NA,2,1,4,1,1,2,2,2,3,4,3,2
"Gerli Lehe","Isamaa",3,1,2,2,2,4,4,2,2,2,4,1,4,2,4,3,2,2,1,4,2,1,3,3,3,3,2,1,1
"Markus Järvi","EKRE",1,1,4,4,4,2,4,1,2,1,4,1,1,1,4,1,1,1,1,3,1,1,1,1,1,4,4,1,2
"Andres Laisk","Parempoolsed",2,1,1,3,NA,2,3,1,3,4,NA,3,2,1,NA,4,4,3,1,3,NA,1,1,2,2,4,4,2,3
"Raivo Aeg","Isamaa",2,1,1,3,1,4,3,1,3,1,4,2,3,1,4,2,3,2,1,4,1,1,1,3,2,4,4,3,3
"Aleksander Valdmann","SDE",3,4,3,2,2,3,3,2,2,4,3,4,4,NA,1,4,4,4,2,2,2,1,2,2,3,2,NA,4,3
"Etti Kagarov","SDE",3,3,3,3,3,3,3,3,2,3,4,2,4,3,2,4,2,3,2,3,2,2,3,2,3,2,3,3,3
"Hanah Lahe","Reformierakond",2,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,4,4,1,2,1,1,4,4,4,3,3,4,3
"Tõnis Lukas","Isamaa",3,2,1,3,2,3,4,1,2,3,4,1,4,1,4,2,2,1,2,3,2,1,3,2,2,2,3,3,2
"Laila Talunik","SDE",3,3,3,2,3,4,2,4,3,4,3,3,3,4,1,4,4,3,2,4,3,2,4,1,2,4,3,3,3
"Kadri Vilba","EKRE",4,1,4,3,4,2,4,1,3,1,4,1,4,1,4,1,2,1,1,3,1,1,4,1,2,4,2,1,1
"Merli Reidolf","SDE",2,3,4,2,3,2,3,2,2,4,3,4,2,4,1,4,NA,3,2,3,2,NA,3,2,3,NA,2,4,NA
"Alar Mutli","Parempoolsed",2,1,2,3,2,3,2,1,1,3,3,1,3,NA,NA,4,NA,1,2,4,1,1,1,3,3,3,1,3,3
"Urmas Espenberg","EKRE",3,3,4,3,4,3,2,1,3,2,4,2,4,1,4,2,2,1,1,3,2,1,1,1,2,3,3,2,2
"Tanel Kiik","Keskerakond",3,4,3,2,3,3,2,2,2,3,3,3,4,3,2,4,3,3,2,3,1,4,3,2,2,2,3,4,2
"Raul Ennus","Parempoolsed",2,2,1,3,2,2,3,1,2,3,3,1,3,4,1,4,3,2,1,3,NA,2,2,4,4,3,4,4,4
"Rene Kuulmann","Rohelised",4,2,NA,2,4,1,3,2,1,2,4,NA,3,3,NA,2,2,3,1,4,1,1,2,1,4,1,1,4,1
"Jana Ristimets","SDE",3,3,4,2,3,3,1,3,3,3,4,2,1,3,1,4,3,3,2,3,1,3,4,1,1,3,3,3,3
"Kristjan Kaunissaare","SDE",3,3,1,1,1,3,4,1,3,2,1,3,1,4,1,4,4,3,2,4,3,3,2,2,1,4,4,4,4
"Ants Miller","EKRE",3,2,3,3,4,3,3,1,4,3,4,1,4,2,4,NA,NA,1,3,3,1,1,3,2,3,4,3,1,4
"Paul Puustusmaa","EKRE",2,2,3,3,4,3,NA,1,3,1,4,2,4,1,4,2,2,1,1,3,2,1,3,3,2,3,3,1,2
"Leila Eerits","Eestimaa Ühendatud Vasakpartei",3,3,4,3,4,3,2,2,2,3,4,2,4,2,4,2,NA,3,1,2,2,4,2,3,4,2,4,3,2
"Irma Väre","Isamaa",2,1,1,3,2,3,3,1,2,2,3,3,3,3,2,3,3,2,1,3,2,1,3,3,NA,2,2,4,3
"Roger Tibar","Reformierakond",3,2,3,4,3,NA,2,3,3,4,3,3,NA,4,1,4,4,4,NA,NA,1,2,3,3,NA,4,3,4,3
"Priit Humal","Isamaa",3,2,1,3,3,2,4,1,3,2,4,1,4,1,4,1,2,1,1,2,1,1,3,1,1,4,2,1,1
"Igor Schvede","Reformierakond",1,1,2,4,2,2,2,2,3,4,4,3,2,3,2,4,3,2,2,4,2,2,1,2,4,3,3,4,3
"Aneli Šmigelskite","Parempoolsed",2,1,1,3,3,3,1,1,4,3,4,1,3,NA,NA,4,NA,2,1,4,3,1,2,2,4,4,4,2,4
"Pille Tsopp-Pagan","Eesti 200",3,4,4,3,NA,3,3,4,2,4,1,3,1,4,1,4,4,4,2,2,3,3,1,1,3,4,3,4,2
"Julia Sommer","Eestimaa Ühendatud Vasakpartei",4,2,4,1,4,1,2,2,1,1,3,4,3,1,4,2,3,4,1,1,1,4,4,4,4,1,3,2,1
"Erki Savisaar","Keskerakond",4,4,3,3,3,4,2,2,3,2,4,2,4,NA,NA,3,2,2,1,1,2,NA,2,1,1,3,3,2,3
"Elmar Bergmann","Eesti 200",2,3,1,2,1,3,4,2,3,4,4,3,3,4,1,4,4,3,2,3,1,1,3,2,4,1,2,4,4
"Toomas Sarapuu","SDE",3,4,2,2,2,3,3,3,2,3,3,3,3,3,NA,3,3,3,2,3,NA,2,2,1,2,2,2,3,3
"Igor Hopp","Eestimaa Ühendatud Vasakpartei",4,3,4,3,4,1,2,3,3,1,4,4,4,1,4,3,2,1,1,1,4,4,4,4,4,1,4,1,1
"Riina Sikkut","SDE",2,4,2,2,3,4,1,3,1,4,4,3,3,4,1,4,4,4,2,3,4,2,2,2,2,1,2,4,4
"Anti Poolamets","EKRE",3,1,4,3,4,3,NA,1,3,1,4,1,4,1,4,2,2,1,1,3,2,1,3,1,2,3,4,1,1
"Arvi Karotam","EKRE",3,3,4,2,4,2,3,1,1,2,4,2,4,1,4,2,1,NA,1,2,1,1,3,1,2,3,3,1,1
"Aivo Peterson","Eestimaa Ühendatud Vasakpartei",3,3,4,2,4,2,3,2,3,1,3,2,3,1,4,3,4,1,1,1,4,4,3,1,2,2,1,1,1
"Maris Neeno","SDE",3,4,3,4,2,3,3,2,3,3,3,2,3,3,3,4,3,2,1,3,4,4,3,2,2,1,3,4,1
"Oliver Rohesalu","Rohelised",3,4,4,2,3,3,3,3,1,4,3,3,1,4,1,4,3,4,2,4,3,2,2,3,4,2,2,4,1
"Laila Kaasik","Rohelised",2,4,4,1,NA,2,2,2,1,4,2,3,NA,4,1,4,4,4,3,3,3,3,3,2,3,2,2,4,1
"Ebekai Härm","Keskerakond",3,3,2,3,4,2,3,3,2,3,3,3,2,2,3,3,4,2,2,3,2,2,2,3,2,3,4,3,2
"Hans Kruusamägi","Keskerakond",4,3,4,2,3,3,2,3,2,2,3,3,3,NA,NA,4,2,2,1,3,2,3,3,1,2,2,2,2,2
"Madis Kallas","SDE",3,3,3,3,3,3,3,2,1,4,3,2,3,NA,3,3,3,3,2,3,2,2,2,2,2,NA,3,4,2
"Taavi Tuvike","Keskerakond",3,3,3,3,3,3,3,2,1,3,4,1,4,2,4,4,2,1,1,3,2,1,2,1,3,1,4,3,1
"Kaspar Kasepõld","Eesti 200",3,3,1,2,1,2,2,2,2,4,3,3,1,4,1,4,NA,3,2,3,2,2,1,2,3,4,4,4,3
"Aare Raam","Eesti 200",3,1,3,2,4,3,3,1,1,3,4,3,4,1,4,4,3,3,1,3,2,1,2,1,4,3,4,3,1
"Mart Rannut","Isamaa",2,2,2,3,1,4,3,2,2,3,4,2,3,2,4,2,3,1,1,4,1,1,3,3,1,2,3,2,3
"Kaia Konsap","Rohelised",3,3,3,2,3,2,2,2,1,4,3,2,3,3,1,4,4,3,2,3,3,4,3,NA,3,2,3,4,1
"Aivar Surva","Reformierakond",3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3
"Stepan Romanov","Eestimaa Ühendatud Vasakpartei",4,4,4,2,4,1,NA,1,1,3,3,4,3,1,4,NA,1,NA,1,1,1,4,3,1,1,1,1,3,1
"Piret Linnas","Isamaa",3,3,4,1,4,4,2,1,1,1,3,1,4,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,2
"Urmas Aava","Isamaa",3,3,1,4,3,3,1,1,3,2,3,2,3,1,4,NA,NA,2,2,3,1,1,2,2,2,2,3,3,3
"Mait Allas","Reformierakond",3,1,2,4,2,4,3,2,2,4,1,4,2,4,1,4,4,2,2,4,1,2,2,3,4,3,2,4,3
"Marianna Kaat","Eesti 200",2,3,1,4,3,2,3,2,2,4,3,4,4,4,1,NA,4,2,1,4,3,3,1,2,1,NA,3,3,1
"Hestia Rindla","SDE",3,2,3,3,2,3,3,2,2,3,4,2,3,4,2,4,4,2,2,3,1,2,2,2,3,2,2,3,2
"Doris Lisett Rudnevs","Reformierakond",2,1,1,4,2,3,2,4,2,4,2,4,2,4,1,4,4,4,1,4,3,1,1,3,3,4,3,4,3
"Krõõt Nõmmela-Mehide","Eesti 200",3,1,3,3,2,3,3,3,1,4,4,3,4,3,3,4,4,3,1,4,2,1,1,1,3,1,1,4,3
"Ando Kiviberg","Eesti 200",2,3,2,3,3,3,3,2,2,3,4,2,3,4,1,3,2,2,2,3,2,1,2,2,3,4,4,4,3
"Julianna Jurtšenko","Keskerakond",3,4,4,1,4,4,1,3,2,4,3,4,4,2,3,4,3,4,1,4,1,4,4,1,1,3,3,4,4
"Rasmus Lahtvee","Rohelised",2,3,3,3,4,3,3,2,2,4,3,3,3,3,NA,3,NA,2,2,2,4,2,3,2,3,2,2,4,2
"Jüri Jaanson","Reformierakond",4,1,1,2,4,4,3,2,3,4,4,NA,4,NA,4,NA,NA,3,1,3,1,1,3,3,4,3,4,4,4
"Madle Lippus","SDE",2,4,2,3,2,3,3,3,1,4,3,4,2,4,1,4,4,4,1,4,4,4,2,2,2,3,4,4,3
"Anne Eenpalu","Isamaa",3,3,3,2,3,2,4,3,2,2,4,3,3,3,3,3,2,2,2,4,2,1,2,2,3,3,3,3,3
"Juku-Kalle Raid","Eesti 200",2,2,2,2,3,3,3,2,2,3,3,2,2,3,2,3,3,2,2,3,2,2,3,2,3,3,2,3,3
"Anti Allas","SDE",3,3,3,2,3,3,3,2,2,3,4,2,3,3,2,3,4,3,1,3,2,3,3,2,2,3,3,3,2
